%time,field.header.seq,field.header.stamp,field.header.frame_id,field.Latitude,field.Longitude,field.Altitude,field.UTM_Easting,field.UTM_Northing,field.Zone,field.Letter
1644356190954735909,146,1644356190953911542,,42.34079833333333,-71.09811333333333,10.9,327165.82959578594,4689747.721302269,19,T
1644356191960206976,147,1644356191959345340,,42.34079833333333,-71.09811333333333,11.0,327165.82959578594,4689747.721302269,19,T
1644356192960708773,148,1644356192959829092,,42.34079833333333,-71.09811333333333,11.0,327165.82959578594,4689747.721302269,19,T
1644356193958159067,149,1644356193957291603,,42.34079833333333,-71.09811333333333,11.0,327165.82959578594,4689747.721302269,19,T
1644356194957693163,150,1644356194956928491,,42.34079833333333,-71.09811333333333,11.0,327165.82959578594,4689747.721302269,19,T
1644356195956663277,151,1644356195955878734,,42.34079833333333,-71.09811333333333,11.0,327165.82959578594,4689747.721302269,19,T
1644356196951879281,152,1644356196950989484,,42.34079833333333,-71.09811333333333,11.0,327165.82959578594,4689747.721302269,19,T
1644356197953720557,153,1644356197952902793,,42.34079833333333,-71.09811333333333,11.0,327165.82959578594,4689747.721302269,19,T
1644356198954111522,154,1644356198953286170,,42.34079833333333,-71.09811333333333,11.0,327165.82959578594,4689747.721302269,19,T
1644356199970765093,155,1644356199969908952,,42.34079833333333,-71.09811333333333,11.0,327165.82959578594,4689747.721302269,19,T
1644356200954634117,156,1644356200953830003,,42.34079833333333,-71.09811333333333,11.0,327165.82959578594,4689747.721302269,19,T
1644356201971957779,157,1644356201971189260,,42.34079833333333,-71.09811333333333,11.0,327165.82959578594,4689747.721302269,19,T
1644356202959342602,158,1644356202958493709,,42.34079833333333,-71.09811333333333,11.0,327165.82959578594,4689747.721302269,19,T
1644356203950904909,159,1644356203950119018,,42.34079833333333,-71.09811333333333,11.0,327165.82959578594,4689747.721302269,19,T
1644356204975569825,160,1644356204974781274,,42.34079833333333,-71.09811333333333,11.0,327165.82959578594,4689747.721302269,19,T
1644356205974127661,161,1644356205973378896,,42.34079833333333,-71.09811333333333,11.0,327165.82959578594,4689747.721302269,19,T
1644356206975430400,162,1644356206974580764,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356207957713189,163,1644356207956887006,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356208961342194,164,1644356208960573434,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356209975646508,165,1644356209974824905,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356210959181569,166,1644356210958312273,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356211976881401,167,1644356211976015567,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356212959774348,168,1644356212958873748,,42.34079833333333,-71.098115,11.0,327165.69229667366,4689747.724690183,19,T
1644356213959437044,169,1644356213958541393,,42.34079666666667,-71.098115,11.0,327165.6877299709,4689747.53961935,19,T
1644356214972416957,170,1644356214971649169,,42.34079666666667,-71.098115,11.0,327165.6877299709,4689747.53961935,19,T
1644356215959970889,171,1644356215959088325,,42.34079666666667,-71.098115,11.0,327165.6877299709,4689747.53961935,19,T
1644356216960154347,172,1644356216959319114,,42.34079666666667,-71.098115,11.0,327165.6877299709,4689747.53961935,19,T
1644356217975717937,173,1644356217974851131,,42.34079666666667,-71.098115,11.0,327165.6877299709,4689747.53961935,19,T
1644356218977312094,174,1644356218976468324,,42.34079666666667,-71.098115,11.0,327165.6877299709,4689747.53961935,19,T
1644356219959490377,175,1644356219958668231,,42.34079666666667,-71.098115,11.0,327165.6877299709,4689747.53961935,19,T
1644356220970765478,176,1644356220969933748,,42.34079666666667,-71.098115,11.0,327165.6877299709,4689747.53961935,19,T
1644356221976091279,177,1644356221975340366,,42.34079666666667,-71.098115,11.0,327165.6877299709,4689747.53961935,19,T
1644356222976006550,178,1644356222975183010,,42.34079666666667,-71.098115,11.0,327165.6877299709,4689747.53961935,19,T
1644356223976239525,179,1644356223975421190,,42.34079666666667,-71.098115,11.1,327165.6877299709,4689747.53961935,19,T
1644356224958782611,180,1644356224957960605,,42.34079666666667,-71.098115,11.1,327165.6877299709,4689747.53961935,19,T
1644356225975989189,181,1644356225975078821,,42.34079666666667,-71.098115,11.1,327165.6877299709,4689747.53961935,19,T
1644356226953366744,182,1644356226952505826,,42.34079666666667,-71.098115,11.1,327165.6877299709,4689747.53961935,19,T
1644356227970389606,183,1644356227969601869,,42.34079666666667,-71.098115,11.1,327165.6877299709,4689747.53961935,19,T
1644356228975098017,184,1644356228974264860,,42.34079666666667,-71.098115,11.1,327165.6877299709,4689747.53961935,19,T
1644356229954380934,185,1644356229953591585,,42.34079666666667,-71.098115,11.1,327165.6877299709,4689747.53961935,19,T
1644356230957061209,186,1644356230956314802,,42.34079666666667,-71.098115,11.1,327165.6877299709,4689747.53961935,19,T
1644356231954776889,187,1644356231953942298,,42.34079666666667,-71.098115,11.1,327165.6877299709,4689747.53961935,19,T
1644356232956365036,188,1644356232955561876,,42.34079666666667,-71.098115,11.1,327165.6877299709,4689747.53961935,19,T
1644356233953405731,189,1644356233952528476,,42.34079666666667,-71.098115,11.1,327165.6877299709,4689747.53961935,19,T
1644356234954412471,190,1644356234953550338,,42.34079666666667,-71.098115,11.1,327165.6877299709,4689747.53961935,19,T
1644356235956074157,191,1644356235955199718,,42.34079666666667,-71.098115,11.1,327165.6877299709,4689747.53961935,19,T
1644356236956888852,192,1644356236956058025,,42.34079666666667,-71.098115,11.1,327165.6877299709,4689747.53961935,19,T
1644356237955177327,193,1644356237954413652,,42.34079666666667,-71.098115,11.1,327165.6877299709,4689747.53961935,19,T
1644356238981902742,194,1644356238981072664,,42.34079666666667,-71.098115,11.3,327165.6877299709,4689747.53961935,19,T
1644356239955255525,195,1644356239954395532,,42.34079666666667,-71.098115,11.3,327165.6877299709,4689747.53961935,19,T
1644356240954964985,196,1644356240954126596,,42.34079666666667,-71.098115,11.3,327165.6877299709,4689747.53961935,19,T
1644356241954082889,197,1644356241953258514,,42.34079666666667,-71.098115,11.3,327165.6877299709,4689747.53961935,19,T
1644356242954954068,198,1644356242954125404,,42.34079666666667,-71.098115,11.3,327165.6877299709,4689747.53961935,19,T
1644356243955098125,199,1644356243954279661,,42.34079666666667,-71.098115,11.3,327165.6877299709,4689747.53961935,19,T
1644356244949959961,200,1644356244949162244,,42.34079666666667,-71.098115,11.3,327165.6877299709,4689747.53961935,19,T
